CEST;NCM/SH;Segmento CEST;Item;Descrição CEST
0801300;8207;08. Ferramentas;13.0;Outras ferramentas intercambiáveis para ferramentas manuais, mesmo mecânicas, ou para máquinas-ferramentas (por exemplo, de embutir, estampar, puncionar, furar, tornear, aparafusar), incluídas as fieiras de estiragem ou de extrusão, para metais, e as ferramentas de perfuração ou de sondagem, exceto forma ou gabarito de produtos em epoxy, exceto as classificadas no CEST 08.012.00
0801400;8208;08. Ferramentas;14.0;Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos
0801500;82090011;08. Ferramentas;15.0;Plaquetas ou pastilhas intercambiáveis
0801600;820900;08. Ferramentas;16.0;"Outras plaquetas, varetas, pontas e objeto semelhantes para ferramentas, não montados, de ceramais (""cermets""), exceto as classificadas no CEST 08.015.00"
0801700;8211;08. Ferramentas;17.0;Facas de lâmina cortante ou serrilhada, incluídas as podadeiras de lâmina móvel, e suas lâmicas, exceto as de uso doméstico
0801800;8213;08. Ferramentas;18.0;Tesouras e suas lâminas
0801900;8467;08. Ferramentas;19.0;Ferramentas pneumáticas, hidráulicas ou com motor (elétrico ou não elétrico) incorporado, de uso manual
0802000;9015;08. Ferramentas;20.0;"Instrumentos e aparelhos de geodésia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bussolas; telêmetros"
0802100;90172000;08. Ferramentas;21.0;"Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios"
0802100;901730;08. Ferramentas;21.0;"Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios"
0802100;901780;08. Ferramentas;21.0;"Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios"
0802100;90179090;08. Ferramentas;21.0;"Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios"
0802200;90251190;08. Ferramentas;22.0;Termômetros, suas partes e acessórios
0802200;90259010;08. Ferramentas;22.0;Termômetros, suas partes e acessórios
0802300;902519;08. Ferramentas;23.0;Pirômetros, suas partes e acessórios
0802300;90259090;08. Ferramentas;23.0;Pirômetros, suas partes e acessórios
0900100;8539;09. Lâmpadas, reatores e “starter”;1.0;Lâmpadas elétricas
0900200;8540;09. Lâmpadas, reatores e “starter”;2.0;Lâmpadas eletrônicas
0900300;85041000;09. Lâmpadas, reatores e “starter”;3.0;Reatores para lâmpadas ou tubos de descargas
0900400;853650;09. Lâmpadas, reatores e “starter”;4.0;“Starter”
0900500;85437099;09. Lâmpadas, reatores e “starter”;5.0;Lâmpadas de LED (Diodos Emissores de Luz)
1000100;2522;10. Materiais de construção e congêneres;1.0;Cal
1000200;3816001;10. Materiais de construção e congêneres;2.0;Argamassas
1000200;38245000;10. Materiais de construção e congêneres;2.0;Argamassas
1000300;32149000;10. Materiais de construção e congêneres;3.0;Outras argamassas
1000400;391000;10. Materiais de construção e congêneres;4.0;Silicones em formas primárias, para uso na construção
1000500;3916;10. Materiais de construção e congêneres;5.0;"Revestimentos de PVC e outros plásticos; forro, sancas e afins de PVC, para uso na construção"
1000600;3917;10. Materiais de construção e congêneres;6.0;Tubos, e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plásticos, para uso na construção
1000700;3918;10. Materiais de construção e congêneres;7.0;Revestimento de pavimento de PVC e outros plásticos
1000800;3919;10. Materiais de construção e congêneres;8.0;Chapas, folhas, tiras, fitas, películas e outras formas planas, auto-adesivas, de plásticos, mesmo em rolos, para uso na construção
1000900;3919;10. Materiais de construção e congêneres;9.0;Veda rosca, lona plástica para uso na construção, fitas isolantes e afins
1000900;3920;10. Materiais de construção e congêneres;9.0;Veda rosca, lona plástica para uso na construção, fitas isolantes e afins
1000900;3921;10. Materiais de construção e congêneres;9.0;Veda rosca, lona plástica para uso na construção, fitas isolantes e afins
1001000;3921;10. Materiais de construção e congêneres;10.0;Telha de plástico, mesmo reforçada com fibra de vidro
1001100;3921;10. Materiais de construção e congêneres;11.0;Cumeeira de plástico, mesmo reforçada com fibra de vidro
1001200;3921;10. Materiais de construção e congêneres;12.0;Chapas, laminados plásticos em bobina, para uso na construção, exceto os descritos nos CEST 10.010.00 e 10.011.00
1001300;3922;10. Materiais de construção e congêneres;13.0;Banheiras, boxes para chuveiros, pias, lavatórios, bidês, sanitários e seus assentos e tampas, caixas de descarga e artigos semelhantes para usos sanitários ou higiênicos, de plásticos
1001400;3924;10. Materiais de construção e congêneres;14.0;Artefatos de higiene/toucador de plástico, para uso na construção
1001500;39251000;10. Materiais de construção e congêneres;15.0;Caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro
1001600;392590;10. Materiais de construção e congêneres;16.0;Outras telhas, cumeeira e caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro
1001700;39251000;10. Materiais de construção e congêneres;17.0;Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos CEST 10.015.00 e 10.016.00
1001700;392590;10. Materiais de construção e congêneres;17.0;Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos CEST 10.015.00 e 10.016.00
1001800;39252000;10. Materiais de construção e congêneres;18.0;Portas, janelas e seus caixilhos, alizares e soleiras
1001900;39253000;10. Materiais de construção e congêneres;19.0;Postigos, estores (incluídas as venezianas) e artefatos semelhantes e suas partes
1002000;392690;10. Materiais de construção e congêneres;20.0;Outras obras de plástico, para uso na construção
1002100;4814;10. Materiais de construção e congêneres;21.0;"Papel de parede e revestimentos de parede semelhantes; papel para vitrais"
1002200;68101900;10. Materiais de construção e congêneres;22.0;Telhas de concreto
1002300;6811;10. Materiais de construção e congêneres;23.0;Telha, cumeeira e caixa d’água, inclusive sua tampa, de fibrocimento, cimento-celulose
1002400;6811;10. Materiais de construção e congêneres;24.0;Caixas d'água, tanques e reservatórios e suas tampas, telhas, calhas, cumeeiras e afins, de fibrocimento, cimento-celulose ou semelhantes, contendo ou não amianto, exceto os descritos no item 23.0
1002500;69010000;10. Materiais de construção e congêneres;25.0;"Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis (""kieselghur"", tripolita, diatomita, por exemplo) ou de terras siliciosas semelhantes"
1002600;6902;10. Materiais de construção e congêneres;26.0;Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para uso na construção, refratários, que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes
1002700;6904;10. Materiais de construção e congêneres;27.0;Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica
1002800;6905;10. Materiais de construção e congêneres;28.0;Telhas, elementos de chaminés, condutores de fumaça, ornamentos arquitetônicos, de cerâmica, e outros produtos cerâmicos para uso na construção
1002900;69060000;10. Materiais de construção e congêneres;29.0;Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica
1003000;6907;10. Materiais de construção e congêneres;30.0;Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento
1003000;6908;10. Materiais de construção e congêneres;30.0;Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento
1003001;6907;10. Materiais de construção e congêneres;30.1;Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte.
1003001;6908;10. Materiais de construção e congêneres;30.1;Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte.
1003100;6910;10. Materiais de construção e congêneres;31.0;Pias, lavatórios, colunas para lavatórios, banheiras, bidês, sanitários, caixas de descarga, mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica
1003200;69120000;10. Materiais de construção e congêneres;32.0;Artefatos de higiene/toucador de cerâmica
1003300;7003;10. Materiais de construção e congêneres;33.0;Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho
1003400;7004;10. Materiais de construção e congêneres;34.0;Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho
1003500;7005;10. Materiais de construção e congêneres;35.0;Vidro flotado e vidro desbastado ou polido em uma ou em ambas as faces, em chapas ou em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho
1003600;70071900;10. Materiais de construção e congêneres;36.0;Vidros temperados
1003700;70072900;10. Materiais de construção e congêneres;37.0;Vidros laminados
1003800;7008;10. Materiais de construção e congêneres;38.0;Vidros isolantes de paredes múltiplas
1003900;7016;10. Materiais de construção e congêneres;39.0;"Blocos, placas, tijolos, ladrilhos, telhas e outros artefatos, de vidro prensado ou moldado, mesmo armado, para uso na construção; cubos, pastilhas e outros artigos semelhantes"
1004000;72142000;10. Materiais de construção e congêneres;40.0;Barras próprias para construções, exceto vergalhões
1004100;73089010;10. Materiais de construção e congêneres;41.0;Outras barras próprias para construções, exceto vergalhões
1004200;72142000;10. Materiais de construção e congêneres;42.0;Vergalhões
1004300;7213;10. Materiais de construção e congêneres;43.0;Outros vergalhões
1004300;73089010;10. Materiais de construção e congêneres;43.0;Outros vergalhões
1004400;72171090;10. Materiais de construção e congêneres;44.0;"Fios de ferro ou aço não ligados, não revestidos, mesmo polidos; cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos"
1004400;7312;10. Materiais de construção e congêneres;44.0;"Fios de ferro ou aço não ligados, não revestidos, mesmo polidos; cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos"
1004500;72172010;10. Materiais de construção e congêneres;45.0;Outros fios de ferro ou aço, não ligados, galvanizados com um teor de carbono superior ou igual a 0,6%, em peso
1004501;72172090;10. Materiais de construção e congêneres;45.1;Outros fios de ferro ou aço, não ligados, galvanizados
1004600;7307;10. Materiais de construção e congêneres;46.0;Acessórios para tubos (inclusive uniões, cotovelos, luvas ou mangas), de ferro fundido, ferro ou aço
1004700;73083000;10. Materiais de construção e congêneres;47.0;Portas e janelas, e seus caixilhos, alizares e soleiras de ferro fundido, ferro ou aço
1004800;73084000;10. Materiais de construção e congêneres;48.0;Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço
1004800;730890;10. Materiais de construção e congêneres;48.0;Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço
1004900;73084000;10. Materiais de construção e congêneres;49.0;Treliças de aço
1005000;73089090;10. Materiais de construção e congêneres;50.0;Telhas metálicas
1005100;7310;10. Materiais de construção e congêneres;51.0;"Caixas diversas (tais como caixa de correio, de entrada de água, de energia, de instalação) de ferro fundido, ferro ou aço; próprias para a construção"
1005200;73130000;10. Materiais de construção e congêneres;52.0;Arame farpado, de ferro ou aço, arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, dos tipos utilizados em cercas
1005300;7314;10. Materiais de construção e congêneres;53.0;Telas metálicas, grades e redes, de fios de ferro ou aço
1005400;73151100;10. Materiais de construção e congêneres;54.0;Correntes de rolos, de ferro fundido, ferro ou aço
1005500;73151290;10. Materiais de construção e congêneres;55.0;Outras correntes de elos articulados, de ferro fundido, ferro ou aço
1005600;73158200;10. Materiais de construção e congêneres;56.0;Correntes de elos soldados, de ferro fundido, de ferro ou aço
1005700;731700;10. Materiais de construção e congêneres;57.0;Tachas, pregos, percevejos, escápulas, grampos ondulados ou biselados e artefatos semelhantes, de ferro fundido, ferro ou aço, mesmo com a cabeça de outra matéria, exceto cobre
1005800;7318;10. Materiais de construção e congêneres;58.0;Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão) e artefatos semelhantes, de ferro fundido, ferro ou aço
1005900;7323;10. Materiais de construção e congêneres;59.0;Palha de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00
1005901;7323;10. Materiais de construção e congêneres;59.1;Esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00
1006000;7324;10. Materiais de construção e congêneres;60.0;Artefatos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou aço, incluídas as pias, banheiras, lavatórios, cubas, mictórios, tanques e afins de ferro fundido, ferro ou aço, para uso na construção
1006100;7325;10. Materiais de construção e congêneres;61.0;Outras obras moldadas, de ferro fundido, ferro ou aço, para uso na construção
1006200;7326;10. Materiais de construção e congêneres;62.0;Abraçadeiras
1006300;7407;10. Materiais de construção e congêneres;63.0;Barras de cobre
1006400;74111010;10. Materiais de construção e congêneres;64.0;Tubos de cobre e suas ligas, para instalações de água quente e gás, para uso na construção
1006500;7412;10. Materiais de construção e congêneres;65.0;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas) de cobre e suas ligas, para uso na construção
1006600;7415;10. Materiais de construção e congêneres;66.0;Tachas, pregos, percevejos, escápulas e artefatos semelhantes, de cobre, ou de ferro ou aço com cabeça de cobre, parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão), e artefatos semelhantes, de cobre
1006700;74182000;10. Materiais de construção e congêneres;67.0;Artefatos de higiene/toucador de cobre, para uso na construção
1006800;76071990;10. Materiais de construção e congêneres;68.0;Manta de subcobertura aluminizada
1006900;7608;10. Materiais de construção e congêneres;69.0;Tubos de alumínio e suas ligas, para refrigeração e ar condicionado, para uso na construção
1007000;76090000;10. Materiais de construção e congêneres;70.0;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas), de alumínio, para uso na construção
1007100;7610;10. Materiais de construção e congêneres;71.0;"Construções e suas partes (por exemplo, pontes e elementos de pontes, torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as construções pré-fabricadas da posição 9406; chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções"
1007200;76152000;10. Materiais de construção e congêneres;72.0;Artefatos de higiene/toucador de alumínio, para uso na construção
1007300;7616;10. Materiais de construção e congêneres;73.0;Outras obras de alumínio, próprias para construções, incluídas as persianas
1007400;83024100;10. Materiais de construção e congêneres;74.0;Outras guarnições, ferragens e artigos semelhantes de metais comuns, para construções, inclusive puxadores.
1007500;8301;10. Materiais de construção e congêneres;75.0;"Fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns, incluídas as suas partes fechos e armações com fecho, com fechadura, de metais comuns chaves para estes artigos, de metais comuns; exceto os de uso automotivo"
1007600;83021000;10. Materiais de construção e congêneres;76.0;Dobradiças de metais comuns, de qualquer tipo
1007700;8307;10. Materiais de construção e congêneres;77.0;Tubos flexíveis de metais comuns, mesmo com acessórios, para uso na construção
1007800;8311;10. Materiais de construção e congêneres;78.0;Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos exterior ou interiormente de decapantes ou de fundentes, para soldagem (soldadura) ou depósito de metal ou de carbonetos metálicos fios e varetas de pós de metais comuns aglomerados, para metalização por projeção
1007900;8481;10. Materiais de construção e congêneres;79.0;Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes
1008000;7009;10. Materiais de construção e congêneres;80.0;Espelhos de vidro, mesmo emoldurados, exceto os de uso automotivo
1100100;28289011;11. Materiais de limpeza;1.0;Água sanitária, branqueador e outros alvejantes
1100100;28289019;11. Materiais de limpeza;1.0;Água sanitária, branqueador e outros alvejantes
1100100;32064100;11. Materiais de limpeza;1.0;Água sanitária, branqueador e outros alvejantes
1100100;34022000;11. Materiais de limpeza;1.0;Água sanitária, branqueador e outros alvejantes
1100100;38089419;11. Materiais de limpeza;1.0;Água sanitária, branqueador e outros alvejantes
1100200;34012090;11. Materiais de limpeza;2.0;Sabões em pó, flocos, palhetas, grânulos ou outras formas semelhantes, para lavar roupas
1100300;34012090;11. Materiais de limpeza;3.0;Sabões líquidos para lavar roupas
1100400;34022000;11. Materiais de limpeza;4.0;Detergentes em pó, flocos, palhetas, grânulos ou outras formas semelhantes
1100500;34022000;11. Materiais de limpeza;5.0;Detergentes líquidos, exceto para lavar roupa
1100600;34022000;11. Materiais de limpeza;6.0;Detergente líquido para lavar roupa
1100700;3402;11. Materiais de limpeza;7.0;"Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg"
1100800;38099190;11. Materiais de limpeza;8.0;Amaciante/suavizante
1100900;39241000;11. Materiais de limpeza;9.0;Esponjas para limpeza
1100900;39249000;11. Materiais de limpeza;9.0;Esponjas para limpeza
1100900;68053010;11. Materiais de limpeza;9.0;Esponjas para limpeza
1100900;68053090;11. Materiais de limpeza;9.0;Esponjas para limpeza
1101000;2207;11. Materiais de limpeza;10.0;Álcool etílico para limpeza
1101000;22089000;11. Materiais de limpeza;10.0;Álcool etílico para limpeza
1101100;73231000;11. Materiais de limpeza;11.0;"Esponjas e palhas de aço; esponjas para limpeza, polimento ou uso semelhantes; todas de uso doméstico"
1101200;39232;11. Materiais de limpeza;12.0;Sacos de lixo de conteúdo igual ou inferior a 100 litros
1200100;8504;12. Materiais elétricos;1.0;"Transformadores, bobinas de reatância e de auto indução, inclusive os transformadores de potência superior a 16 KVA, classificados nas posições 8504.33.00 e 8504.34.00; exceto os demais transformadores da subposição 8504.3, os reatores para lâmpadas elétricas de descarga classificados no código 8504.10.00, os carregadores de acumuladores do código 8504.40.10, os equipamentos de alimentação ininterrupta de energia (UPS ou “no break”), no código 8504.40.40 e os de uso automotivo"
1200200;8516;12. Materiais elétricos;2.0;"Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes; exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 8516.60.00"
1200300;8535;12. Materiais elétricos;3.0;Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1.000V, exceto os de uso automotivo
1200400;8536;12. Materiais elétricos;4.0;"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, plugues e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas; exceto ""starter"" classificado na subposição 8536.50 e os de uso automotivo"
1200500;8538;12. Materiais elétricos;5.0;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536
1200600;74130000;12. Materiais elétricos;6.0;Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo
1200700;8544;12. Materiais elétricos;7.0;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo"
1200700;7605;12. Materiais elétricos;7.0;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo"
1200700;7614;12. Materiais elétricos;7.0;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo"
1200800;8546;12. Materiais elétricos;8.0;Isoladores de qualquer matéria, para usos elétricos
1200900;8547;12. Materiais elétricos;9.0;"Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas; tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente"
1300100;3003;13. Medicamentos e outros produtos farmacêuticos para uso humano;1.0;Medicamentos de referência - positiva, exceto para uso veterinário
1300100;3004;13. Medicamentos e outros produtos farmacêuticos para uso humano;1.0;Medicamentos de referência - positiva, exceto para uso veterinário
1300101;3003;13. Medicamentos e outros produtos farmacêuticos para uso humano;1.1;Medicamentos de referência - negativa, exceto para uso veterinário
1300101;3004;13. Medicamentos e outros produtos farmacêuticos para uso humano;1.1;Medicamentos de referência - negativa, exceto para uso veterinário
1300102;3003;13. Medicamentos e outros produtos farmacêuticos para uso humano;1.2;Medicamentos de referência - neutra, exceto para uso veterinário
1300102;3004;13. Medicamentos e outros produtos farmacêuticos para uso humano;1.2;Medicamentos de referência - neutra, exceto para uso veterinário
1300200;3003;13. Medicamentos e outros produtos farmacêuticos para uso humano;2.0;Medicamentos genérico - positiva, exceto para uso veterinário
1300200;3004;13. Medicamentos e outros produtos farmacêuticos para uso humano;2.0;Medicamentos genérico - positiva, exceto para uso veterinário
1300201;3003;13. Medicamentos e outros produtos farmacêuticos para uso humano;2.1;Medicamentos genérico - negativa, exceto para uso veterinário
1300201;3004;13. Medicamentos e outros produtos farmacêuticos para uso humano;2.1;Medicamentos genérico - negativa, exceto para uso veterinário
1300202;3003;13. Medicamentos e outros produtos farmacêuticos para uso humano;2.2;Medicamentos genérico - neutra, exceto para uso veterinário
1300202;3004;13. Medicamentos e outros produtos farmacêuticos para uso humano;2.2;Medicamentos genérico - neutra, exceto para uso veterinário
1300300;3003;13. Medicamentos e outros produtos farmacêuticos para uso humano;3.0;Medicamentos similar - positiva, exceto para uso veterinário
1300300;3004;13. Medicamentos e outros produtos farmacêuticos para uso humano;3.0;Medicamentos similar - positiva, exceto para uso veterinário
1300301;3003;13. Medicamentos e outros produtos farmacêuticos para uso humano;3.1;Medicamentos similar - negativa, exceto para uso veterinário
1300301;3004;13. Medicamentos e outros produtos farmacêuticos para uso humano;3.1;Medicamentos similar - negativa, exceto para uso veterinário
1300302;3003;13. Medicamentos e outros produtos farmacêuticos para uso humano;3.2;Medicamentos similar - neutra, exceto para uso veterinário
1300302;3004;13. Medicamentos e outros produtos farmacêuticos para uso humano;3.2;Medicamentos similar - neutra, exceto para uso veterinário
1300400;3003;13. Medicamentos e outros produtos farmacêuticos para uso humano;4.0;Outros tipos de medicamentos - positiva, exceto para uso veterinário
1300400;3004;13. Medicamentos e outros produtos farmacêuticos para uso humano;4.0;Outros tipos de medicamentos - positiva, exceto para uso veterinário
1300401;3003;13. Medicamentos e outros produtos farmacêuticos para uso humano;4.1;Outros tipos de medicamentos - negativa, exceto para uso veterinário
1300401;3004;13. Medicamentos e outros produtos farmacêuticos para uso humano;4.1;Outros tipos de medicamentos - negativa, exceto para uso veterinário
1300402;3003;13. Medicamentos e outros produtos farmacêuticos para uso humano;4.2;Outros tipos de medicamentos - neutra, exceto para uso veterinário
1300402;3004;13. Medicamentos e outros produtos farmacêuticos para uso humano;4.2;Outros tipos de medicamentos - neutra, exceto para uso veterinário
1300500;30066000;13. Medicamentos e outros produtos farmacêuticos para uso humano;5.0;Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva
1300501;30066000;13. Medicamentos e outros produtos farmacêuticos para uso humano;5.1;Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa
1300600;2936;13. Medicamentos e outros produtos farmacêuticos para uso humano;6.0;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra
1300700;300630;13. Medicamentos e outros produtos farmacêuticos para uso humano;7.0;Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva
1300701;300630;13. Medicamentos e outros produtos farmacêuticos para uso humano;7.1;Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa
1300800;3002;13. Medicamentos e outros produtos farmacêuticos para uso humano;8.0;Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - positiva
1300801;3002;13. Medicamentos e outros produtos farmacêuticos para uso humano;8.1;Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - negativa
1300900;3002;13. Medicamentos e outros produtos farmacêuticos para uso humano;9.0;"Vacinas e produtos semelhantes, exceto para uso veterinário - positiva;"
1300901;3002;13. Medicamentos e outros produtos farmacêuticos para uso humano;9.1;"Vacinas e produtos semelhantes, exceto para uso veterinário - negativa;"
1301000;30051010;13. Medicamentos e outros produtos farmacêuticos para uso humano;10.0;Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Positiva
1301001;30051010;13. Medicamentos e outros produtos farmacêuticos para uso humano;10.1;Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Negativa
1301100;3005;13. Medicamentos e outros produtos farmacêuticos para uso humano;11.0;Algodão, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais,cirúrgicos ou dentários, não impregnados ou recobertos de substâncias farmacêuticas - Lista Neutra
1301200;40151100;13. Medicamentos e outros produtos farmacêuticos para uso humano;12.0;Luvas cirúrgicas e luvas de procedimento - neutra
1301200;40151900;13. Medicamentos e outros produtos farmacêuticos para uso humano;12.0;Luvas cirúrgicas e luvas de procedimento - neutra
1301300;40141000;13. Medicamentos e outros produtos farmacêuticos para uso humano;13.0;Preservativo - neutra
1301400;901831;13. Medicamentos e outros produtos farmacêuticos para uso humano;14.0;Seringas, mesmo com agulhas - neutra
1301500;9018321;13. Medicamentos e outros produtos farmacêuticos para uso humano;15.0;Agulhas para seringas - neutra
1301600;39269090;13. Medicamentos e outros produtos farmacêuticos para uso humano;16.0;Contraceptivos (dispositivos intra-uterinos - DIU) - neutra
